lexeme	knows	uses	citation	profs	predicative	accusative	possessive	aorist	infinitive	causative	ulcase
izafi	y	y	i:za:fi	i:za:fi:dʒi	i:za:fi:jim	i:za:fi:ji	i:za:fim				l
izafî	y	y	iza:fi:	iza:fi:dʒi	iza:fi:jim	iza:fi:ji	iza:fi:m				l
izah	y	y	izah	izahtʃɯ	iza:hɯm	iza:hɯ	iza:hɯm				l
izale	y	y	iza:ɫe	iza:ɫedʒi	iza:ɫejim	iza:ɫeji	iza:ɫem				l
izam	y	y	i:zam	i:zamdʒɯ	i:za:mɯm	i:za:mɯ	i:za:mɯm				l
apansız	y	y	apansɯz		apansɯzɯm						l
izan	y	y	i:zan	i:zandʒɯ	i:za:nɯm	i:za:nɯ	i:za:nɯm				l
izaz	y	y	iza:z	iza:zdʒɯ	iza:zɯm	iza:zɯ	iza:zɯm				l
izbarço	n	n									l
izbe	y	y	izbe	izbedʒi	izbejim	izbeji	izbem				l
izbiro	n	n									l
izci	y	y	izdʒi	izdʒidʒi	izdʒijim	izdʒiji	izdʒim				l
izdiham	y	y	izdiham	izdihamdʒɯ	izdihamɯm	izdihamɯ	izdihamɯm				l
izdivac	y	y	izdivatʃ	izdivatʃtʃɯ	izdiva:dʒɯm	izdiva:dʒɯ	izdiva:dʒɯm				l
izdivaç	y	y	izdivatʃ	izdivatʃtʃɯ	izdiva:dʒɯm	izdiva:dʒɯ	izdiva:dʒɯm				l
izdiyad	n	n									l
apansızın	y	y	apansɯz	apansɯzdʒɯ	apansɯzɯm	apansɯzɯ	apansɯzɯm				l
izdiyat	n	n									l
izdüşümü	y	y	izdyʃym	izdyʃymdʒy	izdyʃymym	izdyʃymy	izdyʃymym				l
izerge	n	n									l
izge	y	n	izge	izgedʒi	izgejim	izgeji	izgem				l
izhar	y	y	izhaɾ	izhaɾdʒɯ	izha:ɾɯm	izha:ɾɯ	izha:ɾɯm				l
izin	y	y	izin	izindʒi	izinim	izini ~ izni	iznim				l
izinli	y	y	izinɫi	izinɫidʒi	izinɫijim	izinɫiji	izinɫim				l
izlâl	n	n									l
izlem	y	y	izɫem	izɫemdʒi	izɫemim	izɫemi	izɫemim				l
izlemek	y	y	izɫemek					izɫeɾ		izɫetiɾ	l
apar	n	n									l
izli	y	y	izɫi								l
izmarit	y	y	izmaɾit	izmaɾittʃi	izmaɾitim	izmaɾiti	izmaɾitim				l
izmavla	n	n									l
izmihlâl	y	y	izmihlal	izmihla:l dʒi	izmihla:l im	izmihla:l i	izmihla:l im				l
izmihlal	y	y	izmihlal	izmihla:ldʒi	izmihla:lim	izmihla:li	izmihla:lim				l
izmineral	n	n									l
izn-	n	n									l
izolasyon	y	y	izoɫasjon	izoɫasjondʒu	izoɫasjonum	izoɫasjonu	izoɫasjonum				l
izomer	n	n									l
apar topar	y	y	apaɾtopaɾ	apaɾtopaɾdʒɯ	apaɾtopaɾɯm	apaɾtopaɾɯ	apaɾtopaɾɯm				l
izzet	y	y	izzet	izzettʃi	izzetim	izzeti	izzetim				l
jaguar	y	y	ʒaguaɾ	ʒaguaɾdʒɯ	ʒaguaɾɯm	ʒaguaɾɯ	ʒaguaɾɯm				l
jakar	n	n									l
jaketatay	y	n	ʒaketataj	ʒaketatajdʒɯ	ʒaketatajɯm	ʒaketatajɯ	ʒaketatajɯm				l
jako	n	n									l
jale	y	y	ʒa:ɫe	ʒa:ɫedʒi	ʒa:ɫejim	ʒa:ɫeji	ʒa:ɫem				l
jaluzi	y	y	ʒaɫuzi	ʒaɫuzidʒi	ʒaɫuzijim	ʒaɫuziji	ʒaɫuzim				l
jambon	y	y	ʒambon	ʒambondʒu	ʒambonum	ʒambonu	ʒambonum				l
jandarma	y	y	ʒandaɾma	ʒandaɾmadʒɯ	ʒandaɾmajɯm	ʒandaɾmajɯ	ʒandaɾmam				l
janjanlı	y	y	ʒanʒanɫɯ	ʒanʒanɫɯdʒɯ	ʒanʒanɫɯjɯm	ʒanʒanɫɯjɯ	ʒanʒanɫɯm				l
açılama	n	n									l
aparat	y	y	apaɾat	apaɾattʃɯ	apaɾatɯm	apaɾatɯ	apaɾatɯm				l
janr	y	y	ʒanɾ	ʒanɾdʒɯ	ʒanɾɯm	ʒanɾɯ	ʒanɾɯm				l
jant	y	n	ʒant	ʒanttʃɯ	ʒantɯm	ʒantɯ	ʒantɯm				l
jarse	y	y	ʒaɾse	ʒaɾsedʒi	ʒaɾsejim	ʒaɾseji	ʒaɾsem				l
jartiye	y	y	ʒaɾtijeɾ	ʒaɾtijeɾdʒi	ʒaɾtijeɾim	ʒaɾtijeɾi	ʒaɾtijeɾim				l
jartiyer	y	y	ʒaɾtijeɾ	ʒaɾtijeɾdʒi	ʒaɾtijeɾim	ʒaɾtijeɾi	ʒaɾtijeɾim				l
je	y	y	ʒe:	ʒe:dʒi	ʒe:jim	ʒe:ji	ʒe:m				l
jelada	n	n									l
jelatin	y	y	ʒeɫatin	ʒeɫatindʒi	ʒeɫatinim	ʒeɫatini	ʒeɫatinim				l
jeloz	n	n									l
jeneralize	y	y	ʒeneɾaɫize	ʒeneɾaɫizedʒi	ʒeneɾaɫizejim	ʒeneɾaɫizeji	ʒeneɾaɫizem				l
aparmak	y	y	apaɾmak					apaɾɯɾ		apaɾtɯɾ	l
jenet	n	n									l
jenetik	y	y	ʒenetik	ʒenetiktʃi	ʒenetikim	ʒenetiki	ʒenetiim				l
jenk	n	n									l
jeo-	n	n									l
jest	y	y	ʒest	ʒesttʃi	ʒestim	ʒesti	ʒestim				l
jet	y	y	ʒet	ʒettʃi	ʒetim	ʒeti	ʒetim				l
jeton	y	y	ʒeton	ʒetondʒu	ʒetonum	ʒetonu	ʒetonum				l
jibon	y	y	ʒipon	ʒipondʒu	ʒiponum	ʒiponu	ʒiponum				l
jiga-	n	n									l
jigolo	y	y	ʒigoɫo	ʒigoɫodʒu	ʒigoɫojum	ʒigoɫoju	ʒigoɫom				l
apartıman	y	y	apaɾtman ~ apaɾtɯman	apaɾtmandʒɯ	apaɾtmanɯm	apaɾtmanɯ	apaɾtmanɯm				l
jikle	y	y	ʒigɫe	ʒigɫedʒi	ʒigɫejim	ʒigɫeji	ʒigɫem				l
jile	y	y	ʒiɫe	ʒiɫedʒi	ʒiɫejim	ʒiɫeji	ʒiɫem				l
jilet	y	y	ʒiɫet	ʒiɫettʃi	ʒiɫetim	ʒiɫeti	ʒiɫetim				l
jimnastik	y	y	ʒimnastik	ʒimnastiktʃi	ʒimnastiim	ʒimnastii	ʒimnastiim				l
jinekolog	y	y	ʒinekoɫog	ʒinekoɫogdʒu	ʒinekoɫogum	ʒinekoɫou	ʒinekoɫum				l
jip	y	y	dʒip	dʒiptʃi	dʒipim	dʒipi	dʒipim				l
jips	y	y	tʃips	tʃipstʃi	tʃipsim	tʃipsi	tʃipsim				l
jirasyon	n	n									l
jiujitsu	y	y	ʒiuʒitsu	ʒiuʒitsudʒu	ʒiuʒitsujum	ʒiuʒitsuju	ʒiuʒitsum				l
jiyan	n	n									l
apartma	y	y	apaɾtma					apaɾtɯɾ	apaɾtmak	apaɾttatɯɾ	l
jöle	y	y	ʒøɫe	ʒøɫedʒi	ʒøɫejim	ʒøɫeji	ʒøɫem				l
jönprömiye	y	y	ʒønpɾømije	ʒønpɾømijedʒi	ʒønpɾømijejim	ʒønpɾømijeji	ʒønpɾømijem				l
jokey	y	y	ʒokej	ʒokejdʒi	ʒokejim	ʒokeji	ʒokejim				l
jorjet	n	n									l
jübile	y	y	ʒybiɫe	ʒybiɫedʒi	ʒybiɫejim	ʒybiɫeji	ʒybiɫem				l
jüjkomiser	n	n									l
jülide	n	n									l
jülyen	n	n									l
jüp	y	y	ʒyp	ʒyptʃy	ʒypym	ʒypy	ʒypym				l
jüri	y	y	ʒyɾi	ʒyɾidʒi	ʒyɾijim	ʒyɾiji	ʒyɾim				l
apaş	y	y	apaʃ	apaʃtʃɯ	apaʃɯm	apaʃɯ	apaʃɯm				l
jüt	y	y	ʒyt	ʒyttʃy	ʒytym	ʒyty	ʒytym				l
judo	y	y	ʒudo	ʒudodʒu	ʒudojum	ʒudoju	ʒudom				l
jul	n	n									l
jurnal	y	y	ʒuɾnal	ʒuɾnaldʒi	ʒuɾnalim	ʒuɾnali	ʒuɾnalim				l
ka	y	y	ka:	ka:dʒɯ	ka:jɯm	ka:jɯ	ka:m				l
karı	n	n									l
kâad	n	n									l
kâb	y	n	cab	cabdʒɯ	ca:bɯm	ca:bɯ	ca:bɯm				l
kâbus	y	y	ca:bus	ca:bustʃu	ca:busum	ca:busu	ca:busum				l
kâffe	n	n									l
apaşikâr	y	y	apa:ʃicaɾ	apa:ʃicaɾdʒɯ	apa:ʃica:ɾɯm	apa:ʃica:ɾɯ	apa:ʃica:ɾɯm				l
kâfi	y	y	ca:fi:	ca:fi:dʒi	ca:fi:jim	ca:fi:ji	ca:fi:m				l
kâfil	n	n									l
kâfir	y	y	ca:fiɾ	ca:fiɾdʒi	ca:fiɾim	ca:fiɾi	ca:fiɾim				l
kâfur	n	n									l
kâğıd	y	y	ca:ɯt	ca:ɯttʃɯ	ca:ɯdɯm	ca:ɯdɯ	ca:ɯdɯm				l
kâğıt	y	y	caɯt	caɯttʃɯ	caɯdɯm	caɯdɯ	caɯdɯm				l
kâğıtağacı	n	n									l
kâğıthane	y	y	caɯtha:ne	caɯtha:nedʒi	caɯtha:nejim	caɯtha:neji	caɯtha:nem				l
kâgir	y	y	ca:giɾ	ca:giɾdʒi	ca:giɾim	ca:giɾi	ca:giɾim				l
kâh	y	y	cah	cahtʃɯ	cahɯm	cahɯ	cahɯm				l
apaşikar	y	y	apa:ʃicaɾ	apa:ʃicaɾdʒɯ	apa:ʃicaɾɯm	apa:ʃicaɾɯ	apa:ʃicaɾɯm				l
kâhi	n	n									l
kâhil	n	n									l
kâhin	y	y	ca:hin	ca:hindʒi	ca:hinim	ca:hini	ca:hinim				l
kâhtane	n	n									l
kâhya	y	y	cahja	cahjadʒɯ	cahjajɯm	cahjajɯ	cahjam				l
kâin	y	y	ca:in		ca:inim						l
kâkül	n	n									l
kâm	n	n									l
kâmbahş	n	n									l
kâmil	y	y	ca:miɫ	ca:miɫdʒi	ca:miɫim	ca:miɫi	ca:miɫim				l
apati	n	n									l
kâmkâr	n	n									l
kâmran	n	n									l
kâmyab	n	n									l
kânun	y	y	ca:nun	ca:nu:ndʒu	ca:nu:num	ca:nu:nu	ca:nu:num				l
kânunuevvel	y	y	canu:nuevveɫ	canu:nuevveɫdʒi	canu:nuevveɫim	canu:nuevveɫi	canu:nuevveɫim				l
kâp	y	y	kap	kaptʃɯ	kabɯm	kabɯ	kabɯm				l
kâr	y	y	caɾ	caɾdʒɯ	caɾɯm	caɾɯ	caɾɯm				l
kârazmude	n	n									l
kâretmek	y	y	caɾetmek					caɾedeɾ	caɾettiɾiɾ		l
kârgir	y	y	ca:giɾ	ca:giɾdʒi	ca:giɾim	ca:giɾi	ca:giɾim				l
apayrı	y	y	apajɾɯ	apajɾɯdʒɯ	apajɾɯjɯm	apajɾɯjɯ	apajɾɯm				l
kârhane	y	y	caɾha:ne ~ keɾha:ne	keɾha:nedʒi	keɾha:nejim	caɾha:neji ~ keɾha:neji	keɾha:nem				l
kârlı	y	y	caɾɫɯ	caɾɫɯdʒɯ	caɾɫɯjɯm	caɾɫɯjɯ	caɾɫɯm				l
kârsız	y	y	caɾsɯz	caɾsɯzdʒɯ	caɾsɯzɯm	caɾsɯzɯ	caɾsɯzɯm				l
kârükisb	n	n									l
kâşane	y	y	ca:ʃa:ne	ca:ʃa:nedʒi	ca:ʃa:nejim	ca:ʃa:neji	ca:ʃa:nem				l
kâşif	y	y	ca:ʃif	ca:ʃiftʃi	ca:ʃifim	ca:ʃifi	ca:ʃifim				l
kâse	y	y	ca:se	ca:sedʒi	ca:sejim	ca:seji	ca:sem				l
kâsib	n	n									l
kâtib	y	y	catip	catiptʃi	catibim	catibi	catibim				l
kâtib-	y	y	ca:tip	ca:tiptʃi	ca:tibim	ca:tibi	ca:tibim				l
apaz	n	n									l
kâtip	y	y	ca:tip	ca:tiptʃi	ca:tibim	ca:tibi	ca:tibim				l
kâvi	y	y	ka:vi:	ka:vi:dʒi	ka:vi:jim	ka:vi:ji	ka:vi:m				l
kâzib	n	n									l
kaa-	n	n									l
kaadir	y	y	ka:diɾ	ka:diɾdʒi	ka:diɾim	ka:diɾi	ka:diɾim				l
kaan	y	y	kaan	kaandʒɯ	kaanɯm	kaanɯ	kaanɯm				l
kaatı	n	n									l
kaatibe	y	y	ca:tibe	ca:tibedʒi	ca:tibejim	ca:tibeji	ca:tibem				l
kaatil	y	y	ka:tiɫ	ka:tiɫdʒi	ka:tiɫim	ka:tiɫi	ka:tiɫim				l
kab	y	y	kap	kaptʃɯ	kabɯm	kabɯ	kabɯm				l
açılım	y	y	atʃɯɫɯm	atʃɯɫɯmdʒɯ	atʃɯɫɯmɯm	atʃɯɫɯmɯ	atʃɯɫɯmɯm				l
apeks	n	n									l
kab-	y	y	kap	kaptʃɯ	kabɯm	kabɯ	kabɯm				l
kaba	y	y	kaba	kabadʒɯ	kabajɯm	kabajɯ	kabam				l
kababulut	y	y	kababuɫut	kababuɫuttʃu	kababuɫutum	kababuɫutu	kababuɫutum				l
kabadayı	y	y	kabadajɯ	kabadajɯdʒɯ	kabadajɯjɯm	kabadajɯjɯ	kabadajɯm				l
kabahat	y	y	kabahat	kabahattʃi	kabahatim	kabahati	kabahatim				l
kabail	n	n									l
kabak	y	y	kabak	kabaktʃɯ	kabaɯm	kabaɯ	kabaɯm				l
kabakçı	y	y	kabaktʃɯ	kabaktʃɯ	kabaktʃɯjɯm	kabaktʃɯjɯ	kabaktʃɯm				l
kabakulak	y	y	kabakuɫak	kabakuɫaktʃɯ	kabakuɫaɯm	kabakuɫaɯ	kabakuɫaɯm				l
kabala	n	n									l
apel	n	n									l
kabalak	y	n	kabaɫak	kabaɫaktʃɯ	kabaɫakɯm	kabaɫakɯ	kabaɫaɯm				l
kabalaşmak	y	y	kabaɫaʃmak					kabaɫaʃɯɾ		kabaɫaʃtɯɾɯɾ	l
kabalık	y	y	kabaɫɯk	kabaɫɯktʃɯ	kabaɫɯɯm	kabaɫɯɯ	kabaɫɯɯm				l
kaballama	n	n									l
kaban	y	y	kaban	kabandʒɯ	kabanɯm	kabanɯ	kabanɯm				l
kabara	y	y	kabaɾa	kabaɾadʒɯ	kabaɾajɯm	kabaɾajɯ	kabaɾam				l
kabarcık	y	y	kabaɾdʒɯk	kabaɾdʒɯktʃɯ	kabaɾdʒɯɯm	kabaɾdʒɯɯ	kabaɾdʒɯɯm				l
kabare	y	y	kabaɾe	kabaɾedʒi	kabaɾejim	kabaɾeji	kabaɾem				l
kabarga	n	n									l
kabarık	y	y	kabaɾɯk	kabaɾɯktʃɯ	kabaɾɯɯm	kabaɾɯɯ	kabaɾɯɯm				l
aperitif	y	y	apeɾitif	apeɾitiftʃi	apeɾitifim	apeɾitifi	apeɾitifim				l
kabarma	y	y	kabaɾma					kabaɾɯɾ	kabaɾmak	kabaɾtɯɾ	l
kabarmak	y	y	kabaɾmak					kabaɾɯɾ		kabaɾtɯɾ	l
kabasaba	y	y	kabasaba	kabasabadʒɯ	kabasabajɯm	kabasabajɯ	kabasabam				l
kabasakal	y	y	kabasakaɫ	kabasakaɫdʒɯ	kabasakaɫɯm	kabasakaɫɯ	kabasakaɫɯm				l
kabayih	n	n									l
kabîle	y	y	kabiɫe ~ kabi:ɫe	kabiɫedʒi	kabiɫejim	kabiɫeji	kabiɫem				l
kabız	y	y	kabɯz	kabɯzdʒɯ	kabɯzɯm	kabɯzɯ	kabɯzɯm				l
kabih	n	n									l
kabile	y	y	kabiɫe	kabiɫedʒi	kabiɫejim	kabiɫeji	kabiɫem				l
aperiyodik	y	y	apeɾijodik		apeɾijodiim	apeɾijodii	apeɾijodiktʃi				l
kabili	n	n									l
kabiliyet	y	y	ka:biɫijet	ka:biɫijettʃi	ka:biɫijetim	ka:biɫijeti	ka:biɫijetim				l
kabin	y	y	kabin	kabindʒi	kabinim	kabini	kabinim				l
kabine	y	y	kabine	kabinedʒi	kabinejim	kabineji	kabinem				l
kabir	y	y	kabiɾ	kabiɾdʒi	kabiɾim	kabɾi	kabɾim				l
kabl-	n	n									l
kablaj	n	n									l
kablî	n	n									l
kablo	y	y	kabɫo	kabɫodʒu	kabɫojum	kabɫoju	kabɫom				l
kabotaj	y	y	kabotaʒ	kabotaʒdʒɯ	kabotaʒɯm	kabotaʒɯ	kabotaʒɯm				l
aperkat	y	y	apaɾkat	apaɾkattʃɯ	apaɾkatɯm	apaɾkatɯ	apaɾkatɯm				l
kabr-	y	y	kabiɾ	kabiɾdʒi	kabiɾim	kabiɾi ~ kabɾi	kabɾim				l
kabran	n	n									l
kabri	n	n									l
kabuk	y	y	kabuk	kabuktʃu	kabukum ~ kabuum	kabuu	kabuum				l
kabuklanmak	y	y	kabukɫanmak					kabukɫanɯɾ		kabukɫandɯɾɯɾ	l
kabul	y	y	kabul	kabul dʒy	kabul ym	kabu:l y	kabul ym				l
kabulcü	y	y	kabuldʒy	kabuldʒydʒy	kabuldʒyjym	kabuldʒyjy	kabuldʒym				l
kaburga	y	y	kabuɾga	kabuɾgadʒɯ	kabuɾgajɯm	kabuɾgajɯ	kabuɾgam				l
kabz-	n	n									l
kabza	y	y	kabza	kabzadʒɯ	kabzajɯm	kabzajɯ	kabzam				l
apertometre	n	n									l
kabzetmek	y	y	kabzetmek					kabzedeɾ		kabzettiɾiɾ	l
kabzı	n	n									l
kaç	y	y	katʃ	katʃtʃɯ	katʃɯm	katʃɯ	katʃɯm				l
kaçaburuk	n	n									l
kaçak	y	y	katʃak	katʃaktʃɯ	katʃaɯm	katʃaɯ	katʃaɯm				l
kaçakçı	y	y	katʃaktʃɯ	katʃaktʃɯ	katʃaktʃɯjɯm	katʃaktʃɯjɯ	katʃaktʃɯm				l
kaçamak	y	y	katʃamak	katʃamaktʃɯ	katʃamaɯm	katʃamaɯ	katʃamaɯm				l
kaçan	y	y	katʃan	katʃandʒɯ	katʃanɯm	katʃanɯ	katʃanɯm				l
kaçar	y	y	katʃaɾ	katʃaɾdʒɯ	katʃaɾɯm	katʃaɾɯ	katʃaɾɯm				l
kaçarula	n	n									l
apış	y	y	apɯʃ	apɯʃtʃɯ	apɯʃɯm	apɯʃɯ	apɯʃɯm				l
kaçgöç	y	y	katʃgøtʃ	katʃgøtʃtʃy	katʃgøtʃym	katʃgøtʃy	katʃgøtʃym				l
kaçık	y	y	katʃɯk	katʃɯktʃɯ	katʃɯɯm	katʃɯɯ	katʃɯɯm				l
kaçılmak	y	y	katʃɯɫmak					katʃɯɫɯɾ		katʃɯtɯɾ	l
kaçıncı	y	y	katʃɯndʒɯ	katʃɯndʒɯ	katʃɯndʒɯjɯm	katʃɯndʒɯjɯ	katʃɯndʒɯm				l
kaçıngan	n	n									l
kaçınmak	y	y	katʃɯnmak					katʃɯnɯɾ		katʃɯndɯɾɯɾ	l
kaçırılmak	y	y	katʃɯɾɯɫmak	katʃɯɾɯɫtmak				katʃɯɾɯɫɯɾ			l
kaçırmak	y	y	katʃɯɾmak					katʃɯɾɯɾ		katʃɯɾtɯɾ	l
kaçırmaz	y	y	katʃɯɾmaz		katʃɯɾmazɯm	katʃɯɾmazɯ	katʃɯɾmazɯm				l
kaçış	y	y	katʃɯʃ	katʃɯʃtʃɯ	katʃɯʃɯm	katʃɯʃɯ	katʃɯʃɯm				l
apışak	n	n									l
kaçışmak	y	y	katʃɯʃmak					katʃɯʃɯɾ		katʃɯʃtɯɾɯɾ	l
kaçkın	y	y	katʃkɯn	katʃkɯndʒɯ	katʃkɯnɯm	katʃkɯnɯ	katʃkɯnɯm				l
kaçlı	n	n									l
kaçlık	n	n									l
kaçma	y	y	katʃma					katʃaɾ	katʃmak	katʃtɯɾɯɾ	l
kaçmak	y	y	katʃmak					katʃaɾ		katʃtɯɾɯɾ	l
kaçsız	n	n									l
kaçsız göçsüz	y	y	katʃsɯzgøtʃsyz	katʃsɯzgøtʃsyzdʒy	katʃsɯzgøtʃsyzym	katʃsɯzgøtʃsyzy	katʃsɯzgøtʃsyzym				l
kacak	y	y	katʃak	katʃaktʃɯ	katʃaɯm	katʃaɯ	katʃaɯm				l
kad	n	n									l
apiko	y	n	apiko	apikodʒu	apikojum	apikoju	apikom				l
kadana	y	y	kadana	kadanadʒɯ	kadanajɯm	kadanajɯ	kadanam				l
kadar	y	y	kadaɾ	kadaɾdʒɯ	kadaɾɯm	kadaɾɯ	kadaɾɯm				l
kadarcık	n	n									l
kadastro	y	y	kadastɯɾo	kadastɯɾodʒu	kadastɯɾojum	kadastɯɾoju	kadastɯɾom				l
kadavra	y	y	kadavɾa	kadavɾadʒɯ	kadavɾajɯm	kadavɾajɯ	kadavɾam				l
kadayıf	y	y	kadajɯf	kadajɯftʃɯ	kadajɯfɯm	kadajɯfɯ	kadajɯfɯm				l
kaddükamet	n	n									l
kadeh	y	y	kadeh	kadehtʃi	kadehim	kadehi	kadehim				l
kadem	y	y	kadem	kademdʒi	kademim	kademi	kademim				l
kademe	y	y	kademe	kademedʒi	kademejim	kademeji	kademem				l
aplanatik	n	n									l
kademhane	n	n									l
kader	y	y	kadeɾ	kadeɾdʒi	kadeɾim	kadeɾi	kadeɾim				l
kadı	y	y	kadɯ	kadɯdʒɯ	kadɯjɯm	kadɯjɯ	kadɯm				l
kadîr	y	y	kadiɾ	kadiɾdʒi	kadiɾim	kadiɾi	kadiɾim				l
kadın	y	y	kadɯn	kadɯndʒɯ	kadɯnɯm	kadɯnɯ	kadɯnɯm				l
kadınbudu	y	y	kadɯnbudu	kadɯnbuttʃu	kadɯnbudujum	kadɯnbudunu	kadɯnbudum				l
kadib	n	n									l
kadid	y	y	kadit	kadittʃi	kadidim	kadidi	kadidim				l
kadid-	y	y	kadit	kadittʃi	kadidim	kadidi	kadidim				l
açılış	y	y	atʃɯɫɯʃ	atʃɯɫɯʃtʃɯ	atʃɯɫɯʃɯm	atʃɯɫɯʃɯ	atʃɯɫɯʃɯm				l
aplik	y	y	apɫik	apɫiktʃi	apɫiim	apɫii	apɫiim				l
kadife	y	y	kadife	kadifedʒi	kadifejim	kadifeji	kadifem				l
kadih	n	n									l
kadim	y	y	kadim	kadimdʒi	kadimim	kadimi	kadimim				l
kadinne	n	n									l
kadir	y	y	kadiɾ	kadiɾdʒi	kadiɾim	kadiɾi ~ kadɾi	kadɾim				l
kadit	y	y	kadit	kadittʃi	kaditim	kaditi	kaditim				l
kadmiyum	y	y	kadmijum	kadmijumdʒu	kadmijumum	kadmijumu	kadmijumum				l
kadran	y	y	kadɾan	kadɾandʒɯ	kadɾanɯm	kadɾanɯ	kadɾanɯm				l
kadril	y	y	kadɾiɫ	kadɾiɫdʒi	kadɾiɫim	kadɾiɫi	kadɾiɫim				l
kadro	y	y	kadɾo	kadɾodʒu	kadɾojum	kadɾoju	kadɾom				l
apolet	y	y	apoɫet	apoɫettʃi	apoɫetim	apoɫeti	apoɫetim				l
kadron	n	n									l
kaf	y	y	kaf	kaftʃɯ	kafɯm	kafɯ	kafɯm				l
kafa	y	y	kafa	kafadʒɯ	kafajɯm	kafajɯ	kafam				l
kafadanbacaklılar	n	n									l
kafein	y	y	kafein	kafeindʒi	kafeinim	kafeini	kafeinim				l
kafes	y	y	kafes	kafestʃi	kafesim	kafesi	kafesim				l
kafesçi	y	y	kafestʃi	kafestʃi	kafestʃijim	kafestʃiji	kafestʃim				l
kafeterya	y	y	kafeteɾja	kafeteɾjadʒɯ	kafeteɾjajɯm	kafeteɾjajɯ	kafeteɾjam				l
kaffe	n	n									l
kafile	y	y	ka:fiɫe	ka:fiɫedʒi	ka:fiɫejim	ka:fiɫeji	ka:fiɫem				l
apopleksi	n	n									l
kafiye	y	y	ka:fije	ka:fijedʒi	ka:fijejim	ka:fijeji	ka:fijem				l
kaftan	y	y	kaftan	kaftandʒɯ	kaftanɯm	kaftanɯ	kaftanɯm				l
kağan	y	y	kaan	kaandʒɯ	kaanɯm	kaanɯ	kaanɯm				l
kağış	n	n									l
kağıştı	n	n									l
kağnı	y	y	ka:nɯ	ka:nɯdʒɯ	ka:nɯjɯm	ka:nɯjɯ	ka:nɯm				l
kağşak	n	n									l
kahhar	n	n									l
kahır	y	y	kahɯɾ	kahɯɾdʒɯ	kahɯɾɯm	kahɯɾɯ ~ kahɾɯ	kahɾɯm				l
kahir	y	y	ka:hiɾ	ka:hiɾdʒi	ka:hiɾim	ka:hiɾi	ka:hiɾim				l
aport	y	y	apoɾt	apoɾttʃu	apoɾtum	apoɾtu	apoɾtum				l
kahkaha	y	y	kahkaha	kahkahadʒɯ	kahkahajɯm	kahkahajɯ	kahkaham				l
kahkarî	n	n									l
kahpe	y	y	kahpe	kahpedʒi	kahpejim	kahpeji	kahpem				l
kahr-	n	n									l
kahraman	y	y	kahɾaman	kahɾamandʒɯ	kahɾamanɯm	kahɾamanɯ	kahɾamanɯm				l
kahren	y	y	kahɾen	kahɾendʒi	kahɾenim	kahɾeni	kahɾenim				l
kahretmek	y	y	kahɾetmek					kahɾedeɾ		kahɾettiɾiɾ	l
kaht	n	n									l
kahvaltı	y	y	kahvaɫtɯ	kahvaɫtɯdʒɯ	kahvaɫtɯjɯm	kahvaɫtɯjɯ	kahvaɫtɯm				l
kahve	y	y	kahve	kahvedʒi	kahvejim	kahveji	kahvem				l
apoşi	n	n									l
kahvecilik	y	y	kahvedʒi	kahvedʒi	kahvedʒijim	kahvedʒiji	kahvedʒim				l
kaır	n	n									l
kaide	y	y	kaide	kaidedʒi	kaidejim	kaideji	kaidem				l
kail	n	n									l
kaim	y	y	ka:im	ka:imdʒi	ka:imim	ka:imi	ka:imim				l
kak	y	n	kak	kaktʃɯ	kakɯm	kakɯ	kakɯm				l
kaka	y	y	kaka	kakadʒɯ	kakajɯm	kakajɯ	kakam				l
kakac	n	n									l
kakaç	n	n									l
kakadu	n	n									l
aposteriori	n	n									l
kakalamak	y	y	kakaɫamak					kakaɫaɾ		kakaɫatɯɾ	l
kakan	y	y	kakan	kakandʒɯ	kakanɯm	kakanɯ	kakanɯm				l
kakao	y	y	kakao	kakaodʒu	kakaojum	kakaoju	kakaom				l
kakavan	y	y	kakavan	kakavandʒɯ	kakavanɯm	kakavanɯ	kakavanɯm				l
kakıç	n	n									l
kakılı	y	y	kakɯɫɯ	kakɯɫɯdʒɯ	kakɯɫɯjɯm	kakɯɫɯjɯ	kakɯɫɯm				l
kakım	y	n	kakɯm	kakɯmdʒɯ	kakɯmɯm	kakɯmɯ	kakɯmɯm				l
kakımak	y	y	kakmak					kakaɾ		kaktɯɾɯɾ	l
kakır	n	n									l
kakırca	n	n									l
apostrof	y	y	apostɾof	apostɾoftʃu	apostɾofum	apostɾofu	apostɾofum				l
kakırdak	y	y	kakɯɾdak	kakɯɾdaktʃɯ	kakɯɾdaɯm	kakɯɾdaɯ	kakɯɾdaɯm				l
kakışmak	y	y	kakɯʃmak					kakɯʃɯɾ		kakɯʃtɯɾɯɾ	l
kakma	y	y	kakma	kakmadʒɯ	kakmajɯm	kakmajɯ	kakmam				l
kakmak	y	y	kakmak					kakaɾ		kaktɯɾɯɾ	l
kaknem	y	y	kaknem	kaknemdʒi	kaknemim	kaknemi	kaknemim				l
kako-	n	n									l
kaktüs	y	y	kaktys	kaktystʃy	kaktysym	kaktysy	kaktysym				l
kakûle	n	n									l
kakule	n	n									l
kal	y	y	kaɫ	kaɫdʒɯ	kaɫɯm	kaɫɯ	kaɫɯm				l
apotek	n	n									l
kaletmek	n	n									l
kala	y	y	kaɫa	kaɫadʒɯ	kaɫajɯm	kaɫajɯ	kaɫam				l
kalaazar	n	n									l
